Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_red->green	lnL
17612	0.015090	0.032201	0.001747	0.002917	1.445961	-3513.252
17616	0.014119	0.038465	0.001841	0.002917	1.619332	-3535.910
17620	0.014401	0.033298	0.002018	0.002917	1.619332	-3511.687
17624	0.012679	0.024788	0.001912	0.002439	1.301213	-3516.338
17628	0.013850	0.028962	0.001730	0.002585	1.520340	-3528.659
17632	0.009572	0.023211	0.001835	0.001895	1.221477	-3508.469
17636	0.011609	0.023973	0.002020	0.002169	0.935603	-3520.566
17640	0.010710	0.026299	0.001810	0.002509	1.049406	-3528.903
17644	0.013014	0.026684	0.001335	0.002509	1.155712	-3517.920
17648	0.012526	0.024985	0.001644	0.002509	0.973138	-3519.332
17652	0.012653	0.025265	0.001401	0.002509	1.147954	-3513.401
17656	0.013789	0.027473	0.002451	0.003180	1.205850	-3510.733
17660	0.018801	0.035398	0.001935	0.003854	1.074725	-3535.720
17664	0.017985	0.032258	0.001332	0.003883	0.915434	-3526.208
17668	0.017791	0.031275	0.001927	0.003773	1.038849	-3515.095
17672	0.014452	0.023125	0.000843	0.003045	0.971762	-3507.475
17676	0.014540	0.023727	0.001278	0.003045	1.301831	-3512.716
17680	0.013992	0.024710	0.001874	0.003073	1.142399	-3513.483
17684	0.014644	0.028930	0.002174	0.003080	1.261532	-3498.586
17688	0.014783	0.023227	0.001527	0.003080	1.161913	-3489.739
17692	0.014598	0.021706	0.001623	0.003080	1.328776	-3499.480
17696	0.015535	0.023183	0.002110	0.003094	1.415364	-3505.010
17700	0.017148	0.027510	0.001872	0.003581	1.721279	-3506.048
17704	0.016187	0.021033	0.001304	0.003252	1.423769	-3496.994
17708	0.016059	0.027876	0.001328	0.003781	1.123079	-3514.115
17712	0.014853	0.030070	0.001355	0.003885	1.833673	-3491.186
17716	0.011225	0.018746	0.000912	0.002725	1.726423	-3511.663
17720	0.012320	0.026140	0.001679	0.003091	2.368649	-3494.100
17724	0.012282	0.027534	0.001638	0.003091	1.882417	-3502.847
17728	0.011309	0.023251	0.001096	0.003091	1.438691	-3500.994
17732	0.013186	0.024990	0.001421	0.003290	1.974676	-3505.800
17736	0.012374	0.028870	0.002568	0.003045	2.069589	-3523.885
17740	0.011266	0.027218	0.002004	0.003045	1.886495	-3510.505
17744	0.012773	0.026812	0.002919	0.003000	1.652715	-3513.825
17748	0.013007	0.023751	0.002196	0.003000	1.551615	-3501.678
17752	0.013672	0.023152	0.002055	0.003000	1.500412	-3507.923
17756	0.013337	0.026734	0.002743	0.003000	1.592361	-3518.451
17760	0.014013	0.022343	0.001676	0.003000	1.135991	-3494.707
17764	0.014036	0.032444	0.001947	0.003337	0.881605	-3495.633
17768	0.013440	0.033578	0.002138	0.003337	0.885417	-3518.922
17772	0.014616	0.038968	0.002560	0.003580	2.078549	-3526.174
17776	0.017889	0.032581	0.002742	0.003942	1.407202	-3509.898
17780	0.016362	0.029844	0.003421	0.003942	1.250033	-3494.585
17784	0.013073	0.027954	0.002417	0.003107	1.685137	-3491.046
17788	0.011186	0.025149	0.001902	0.002738	1.446521	-3515.304
17792	0.011875	0.022270	0.002635	0.002940	1.316871	-3487.235
17796	0.011415	0.020956	0.002267	0.002975	0.809817	-3504.849
17800	0.015233	0.029017	0.001886	0.003647	1.061435	-3507.675
17804	0.014892	0.021685	0.001528	0.003647	1.446808	-3521.796
17808	0.013914	0.020643	0.001621	0.003408	1.242049	-3515.747
17812	0.013927	0.024988	0.002113	0.003408	1.489418	-3499.923
17816	0.012247	0.023226	0.002592	0.003406	1.557690	-3510.219
17820	0.011302	0.023656	0.002861	0.003162	1.758783	-3528.245
17824	0.011388	0.022507	0.001724	0.003143	1.338681	-3495.095
17828	0.017030	0.032237	0.003165	0.004437	1.854797	-3497.025
17832	0.012336	0.022311	0.001213	0.003439	1.384382	-3492.603
17836	0.015730	0.021245	0.001683	0.004025	1.344246	-3502.425
17840	0.016103	0.020457	0.001579	0.004217	1.306980	-3510.805
17844	0.015449	0.022301	0.002215	0.004217	1.344734	-3523.628
17848	0.015024	0.021285	0.001447	0.004217	1.022613	-3527.653
17852	0.013127	0.019334	0.001030	0.004045	1.108302	-3519.562
17856	0.014750	0.018051	0.002412	0.003860	1.580275	-3479.945
17860	0.015019	0.021994	0.003641	0.003860	1.580275	-3517.895
17864	0.014419	0.017796	0.002642	0.003373	1.457037	-3506.483
17868	0.012962	0.023612	0.002423	0.003094	1.772520	-3499.810
17872	0.011268	0.017771	0.001710	0.002612	1.772520	-3503.157
17876	0.012240	0.021099	0.002214	0.003069	2.028947	-3504.986
17880	0.015835	0.025172	0.003888	0.003966	2.128719	-3522.374
17884	0.013914	0.027897	0.001696	0.003966	2.019052	-3507.872
17888	0.013105	0.030304	0.001714	0.003835	1.822964	-3505.381
17892	0.013145	0.022324	0.003616	0.003835	1.250236	-3508.425
17896	0.012742	0.020035	0.002625	0.003835	1.114865	-3523.360
17900	0.012420	0.021962	0.001883	0.003835	1.519514	-3511.695
17904	0.013562	0.021051	0.001717	0.003835	1.979817	-3523.918
17908	0.013021	0.021266	0.003840	0.003598	1.901954	-3504.238
17912	0.010214	0.022251	0.002051	0.003015	1.901954	-3502.648
17916	0.009307	0.019828	0.002056	0.002732	1.901954	-3501.501
17920	0.008654	0.012714	0.002464	0.002301	1.318502	-3505.137
17924	0.010097	0.018478	0.001024	0.002606	1.065767	-3518.914
17928	0.009271	0.012849	0.001304	0.002186	1.195616	-3500.296
17932	0.011606	0.017531	0.002172	0.002885	1.366797	-3518.677
17936	0.010738	0.016109	0.001975	0.002541	1.015515	-3496.025
17940	0.010344	0.014778	0.002315	0.002458	1.371109	-3505.534
17944	0.009813	0.017441	0.001296	0.002318	1.771104	-3515.370
17948	0.011863	0.014093	0.000918	0.002318	1.967674	-3527.995
17952	0.013574	0.016616	0.003539	0.002736	1.607443	-3524.339
17956	0.013756	0.013253	0.005320	0.002458	1.912576	-3498.234
17960	0.015089	0.017282	0.004734	0.002961	1.809969	-3508.438
17964	0.014779	0.020511	0.004240	0.002961	1.809969	-3512.590
17968	0.012119	0.015291	0.003093	0.002726	1.898447	-3523.244
17972	0.013150	0.022309	0.002697	0.002726	2.085298	-3502.836
17976	0.015538	0.024388	0.005574	0.002862	1.583206	-3505.200
17980	0.015883	0.026566	0.005127	0.002916	1.583206	-3494.667
17984	0.011295	0.021756	0.002431	0.002434	1.345838	-3510.353
17988	0.013506	0.018118	0.001918	0.002434	1.189548	-3509.336
17992	0.014098	0.017551	0.002433	0.002677	0.976498	-3493.978
17996	0.015414	0.021122	0.002338	0.002881	1.127811	-3505.940
18000	0.013442	0.017028	0.001895	0.002498	0.860862	-3501.093
18004	0.011411	0.020650	0.001284	0.002134	1.732200	-3514.753
18008	0.011602	0.019059	0.001026	0.002163	1.355837	-3520.693
18012	0.012238	0.019432	0.000976	0.002163	1.521446	-3492.389
18016	0.012308	0.025553	0.001130	0.002163	1.962220	-3498.260
18020	0.014033	0.019434	0.001975	0.002468	1.438742	-3479.118
18024	0.016688	0.023063	0.001040	0.002673	1.710895	-3484.814
18028	0.015617	0.024549	0.001414	0.002714	2.072688	-3458.673
18032	0.021457	0.034911	0.001657	0.003932	1.418174	-3483.478
18036	0.022748	0.027973	0.002363	0.003734	1.742995	-3480.645
18040	0.020028	0.027597	0.001753	0.003734	1.604778	-3517.009
18044	0.021397	0.033997	0.001842	0.004087	1.237817	-3517.714
18048	0.021061	0.035993	0.001700	0.003930	2.382606	-3515.839
18052	0.022998	0.044876	0.002050	0.005019	1.865483	-3531.284
18056	0.022497	0.050677	0.001434	0.004305	1.737757	-3513.403
18060	0.020545	0.035795	0.001464	0.003615	1.849428	-3500.163
18064	0.021497	0.035765	0.001418	0.003580	2.419431	-3489.200
18068	0.021362	0.034839	0.001633	0.003769	2.640223	-3509.606
18072	0.015040	0.024033	0.002692	0.003217	1.656519	-3503.614
18076	0.014874	0.021036	0.004274	0.003061	1.358709	-3519.035
18080	0.014325	0.023010	0.001528	0.003061	1.413925	-3512.698
18084	0.012083	0.016697	0.001237	0.003061	1.954350	-3498.100
18088	0.012806	0.021346	0.001121	0.003165	1.954350	-3500.206
18092	0.013162	0.022262	0.001274	0.003165	2.180335	-3507.450
18096	0.010049	0.017113	0.000976	0.002488	2.180335	-3499.754
18100	0.011371	0.016659	0.000822	0.002813	1.726367	-3516.750
18104	0.013224	0.017512	0.002232	0.003365	1.715957	-3493.399
18108	0.012845	0.018240	0.001730	0.002906	2.452594	-3504.195
18112	0.014208	0.020218	0.001285	0.003561	2.055004	-3509.106
18116	0.013125	0.020388	0.001712	0.003472	1.893671	-3515.766
18120	0.013292	0.026124	0.001520	0.003730	1.613667	-3512.613
18124	0.012909	0.025303	0.002121	0.003593	1.257793	-3513.681
18128	0.012904	0.027163	0.001663	0.003823	1.078545	-3503.436
18132	0.012220	0.029002	0.002207	0.003523	1.525498	-3521.188
18136	0.011547	0.023919	0.002908	0.003329	1.275164	-3498.003
18140	0.010128	0.020703	0.002471	0.002977	1.275164	-3507.644
18144	0.009270	0.021298	0.004068	0.002942	1.149823	-3514.990
18148	0.011404	0.024206	0.003999	0.003419	1.517158	-3527.988
18152	0.010779	0.019195	0.004294	0.003466	1.144341	-3495.203
18156	0.011441	0.023459	0.003174	0.003950	1.599508	-3507.053
18160	0.012845	0.026758	0.002148	0.003950	1.599508	-3501.129
18164	0.014095	0.030626	0.001278	0.004340	1.601516	-3497.863
18168	0.015126	0.029379	0.002128	0.004198	2.064353	-3514.051
18172	0.016484	0.034704	0.003407	0.004270	2.127055	-3512.261
18176	0.018697	0.044096	0.003025	0.004951	2.095445	-3521.290
18180	0.016646	0.036397	0.003509	0.004080	1.600457	-3514.158
18184	0.014550	0.037780	0.002910	0.003745	1.821904	-3507.587
18188	0.014787	0.033962	0.001763	0.003927	2.411621	-3524.935
18192	0.013300	0.028782	0.000866	0.003464	1.781293	-3542.565
18196	0.017277	0.031542	0.000949	0.003809	1.770184	-3531.717
18200	0.020278	0.029422	0.001233	0.004344	1.990994	-3520.246
18204	0.019009	0.033595	0.002097	0.004600	1.940986	-3526.304
18208	0.015861	0.026903	0.001990	0.004348	1.662976	-3523.198
18212	0.016722	0.026733	0.002096	0.004348	1.757880	-3504.402
18216	0.015754	0.026208	0.002586	0.003758	1.663026	-3516.059
18220	0.015816	0.024718	0.001449	0.004077	1.663026	-3491.423
18224	0.018723	0.035530	0.001855	0.004693	1.411708	-3513.433
18228	0.019307	0.029511	0.001273	0.004574	1.384994	-3494.493
18232	0.018266	0.032017	0.001230	0.004574	1.384994	-3508.839
18236	0.019941	0.027849	0.002131	0.004574	1.124265	-3504.779
18240	0.015517	0.027322	0.001357	0.003833	1.287296	-3512.073
18244	0.016925	0.019624	0.001368	0.004291	1.196626	-3509.918
18248	0.016559	0.022480	0.002857	0.004003	1.221240	-3507.059
18252	0.015325	0.025039	0.001633	0.003505	1.338354	-3503.075
18256	0.014658	0.030166	0.002450	0.003630	2.553826	-3507.164
18260	0.013501	0.026425	0.001503	0.003630	1.239502	-3497.219
18264	0.016257	0.024485	0.001896	0.003630	1.534619	-3502.651
18268	0.013697	0.017181	0.001525	0.003026	1.184414	-3502.540
18272	0.017653	0.023851	0.002403	0.003464	1.572843	-3518.832
18276	0.020850	0.029212	0.002444	0.004184	2.962641	-3495.204
18280	0.015855	0.023865	0.002218	0.003144	2.377146	-3488.483
18284	0.015726	0.024386	0.001651	0.003144	2.183183	-3491.336
18288	0.014557	0.019461	0.001161	0.002722	1.650147	-3505.537
18292	0.015310	0.017497	0.001489	0.002722	1.324847	-3496.648
18296	0.014853	0.016647	0.001467	0.002843	1.324847	-3492.069
18300	0.014539	0.013807	0.001177	0.002881	1.135836	-3495.943
18304	0.012723	0.012736	0.000738	0.002494	1.051463	-3505.769
18308	0.013585	0.012673	0.000844	0.002833	1.178939	-3501.636
18312	0.013609	0.015198	0.000717	0.002833	1.578247	-3509.227
18316	0.019693	0.023575	0.000638	0.003930	1.696896	-3502.241
18320	0.023012	0.030931	0.000776	0.004407	1.730429	-3515.397
18324	0.020113	0.027782	0.000933	0.003810	1.534920	-3500.917
18328	0.019052	0.031483	0.002103	0.003771	1.894215	-3498.621
18332	0.015985	0.019475	0.001725	0.003182	1.619560	-3490.041
18336	0.014300	0.015038	0.000978	0.002529	1.181823	-3502.213
18340	0.017959	0.019303	0.002053	0.003187	1.349606	-3484.678
18344	0.019450	0.025822	0.001302	0.003941	2.067450	-3496.866
18348	0.019175	0.033020	0.001907	0.004058	1.849164	-3506.492
18352	0.020797	0.035828	0.001843	0.004058	1.419297	-3501.775
18356	0.018114	0.030697	0.001451	0.003573	1.515432	-3520.395
18360	0.014596	0.022743	0.001460	0.002891	1.579120	-3511.005
18364	0.017054	0.020082	0.001908	0.003165	1.154074	-3497.019
18368	0.019433	0.028476	0.001638	0.003165	1.599472	-3513.753
18372	0.019195	0.018097	0.002266	0.003165	1.625621	-3493.177
18376	0.015969	0.025346	0.001251	0.002750	2.260860	-3514.769
18380	0.016536	0.023622	0.003370	0.003271	1.906761	-3499.252
18384	0.016253	0.021733	0.002935	0.003271	1.906761	-3498.975
18388	0.015954	0.022190	0.002231	0.003194	1.906761	-3505.292
18392	0.016491	0.023827	0.002065	0.003128	1.823487	-3508.815
18396	0.012815	0.016270	0.001241	0.002460	2.110386	-3513.511
18400	0.011771	0.012999	0.001107	0.002460	2.110386	-3491.223
18404	0.010797	0.014084	0.001204	0.002460	1.391430	-3502.287
18408	0.010872	0.013664	0.001360	0.002175	1.699417	-3503.127
18412	0.012372	0.011502	0.001616	0.002189	2.339165	-3499.207
18416	0.011715	0.016424	0.002031	0.002189	2.365684	-3498.048
18420	0.011720	0.014724	0.001779	0.002189	2.764423	-3498.868
18424	0.012743	0.012466	0.002027	0.002189	1.909787	-3505.222
18428	0.013539	0.018670	0.001192	0.002432	1.909787	-3499.354
18432	0.016302	0.013739	0.001750	0.002476	1.410174	-3486.923
18436	0.014969	0.013287	0.002159	0.002206	1.789656	-3511.197
18440	0.015573	0.014707	0.002021	0.002206	1.548061	-3496.086
18444	0.014528	0.014412	0.000791	0.002102	1.626591	-3495.533
18448	0.012515	0.016983	0.001409	0.002102	1.115906	-3518.182
18452	0.014947	0.021794	0.001850	0.002102	1.732865	-3526.064
18456	0.015996	0.015675	0.001592	0.002102	1.352225	-3509.303
18460	0.010095	0.013116	0.000905	0.001331	1.843286	-3496.494
18464	0.015238	0.022463	0.001391	0.001919	2.280054	-3511.410
18468	0.014581	0.025075	0.001405	0.002156	2.134861	-3498.885
18472	0.015687	0.024163	0.001547	0.002142	2.134861	-3509.027
18476	0.015584	0.024582	0.001644	0.002142	2.312697	-3505.293
18480	0.021651	0.028985	0.002180	0.003055	1.669098	-3505.794
18484	0.020718	0.028178	0.002342	0.003141	1.164549	-3483.924
18488	0.024621	0.033864	0.003032	0.003584	1.350477	-3495.428
18492	0.019791	0.035135	0.001587	0.002936	1.912848	-3500.771
18496	0.023666	0.036102	0.001798	0.003343	1.719935	-3487.464
18500	0.018799	0.041215	0.002742	0.003160	2.686457	-3493.885
18504	0.016838	0.039953	0.002520	0.003160	1.907547	-3505.797
18508	0.013293	0.030679	0.002734	0.002282	1.907547	-3499.994
18512	0.016321	0.034274	0.004173	0.002282	1.907547	-3511.947
18516	0.021636	0.039366	0.005218	0.003183	1.573000	-3516.315
18520	0.014786	0.026473	0.002775	0.002542	1.302983	-3507.796
18524	0.016120	0.037221	0.002076	0.002542	2.283169	-3494.104
18528	0.022356	0.029046	0.003270	0.003191	1.348841	-3505.901
18532	0.015874	0.020814	0.001932	0.002157	1.348841	-3498.881
18536	0.012974	0.020246	0.002125	0.001845	1.493427	-3509.924
18540	0.015447	0.025638	0.003295	0.002346	2.583310	-3523.525
18544	0.017428	0.027732	0.001788	0.002386	1.913432	-3506.702
18548	0.015411	0.024363	0.002927	0.002344	1.913432	-3507.240
18552	0.020491	0.029690	0.003486	0.002750	1.376821	-3521.527
18556	0.020541	0.026899	0.004767	0.002750	1.749430	-3491.550
18560	0.018954	0.030974	0.003673	0.002548	2.049273	-3512.110
18564	0.019107	0.023912	0.002228	0.002548	1.380765	-3513.283
18568	0.019097	0.023367	0.002313	0.002548	1.380765	-3503.156
18572	0.019841	0.026183	0.002257	0.002548	2.234116	-3503.958
18576	0.015724	0.019142	0.002953	0.001874	1.361508	-3519.485
18580	0.011022	0.012219	0.001553	0.001447	1.845311	-3510.444
18584	0.012927	0.019279	0.002046	0.001695	1.104035	-3511.725
18588	0.009355	0.014109	0.002518	0.001433	1.349240	-3500.497
18592	0.016378	0.027940	0.003090	0.002151	2.372658	-3496.573
18596	0.013138	0.027280	0.003434	0.001914	2.916431	-3503.253
18600	0.012515	0.023810	0.004341	0.001914	2.916431	-3506.608
18604	0.010788	0.017750	0.003100	0.001570	2.242211	-3500.109
18608	0.012948	0.020467	0.003451	0.001804	1.999755	-3517.925
18612	0.011455	0.020966	0.002375	0.001541	1.748844	-3528.913
18616	0.011667	0.023057	0.002496	0.001541	1.451082	-3518.689
18620	0.011281	0.022855	0.001808	0.001404	1.744054	-3519.860
18624	0.012691	0.024093	0.002184	0.001733	2.614767	-3498.051
18628	0.013400	0.024233	0.001377	0.001733	2.614767	-3513.352
18632	0.013808	0.027496	0.002207	0.002011	2.695597	-3496.205
18636	0.013787	0.029056	0.002169	0.002075	2.146254	-3519.205
18640	0.014431	0.024266	0.002316	0.002075	1.886800	-3538.391
18644	0.014368	0.024872	0.003185	0.002075	1.170220	-3509.783
18648	0.016559	0.023633	0.003393	0.002130	1.486212	-3507.316
18652	0.013894	0.019137	0.002432	0.001814	1.455932	-3523.899
18656	0.014858	0.022977	0.003394	0.001814	1.639354	-3496.529
18660	0.013593	0.015983	0.002916	0.001542	1.639354	-3501.786
18664	0.015812	0.017397	0.003412	0.001809	1.627234	-3496.651
18668	0.015808	0.017291	0.003097	0.001809	1.663758	-3519.314
18672	0.011703	0.021711	0.004721	0.001637	1.925194	-3514.637
18676	0.011675	0.023507	0.004358	0.001637	1.064822	-3518.137
18680	0.012357	0.023628	0.002612	0.001651	1.673483	-3512.615
18684	0.014195	0.024289	0.004285	0.002022	0.938759	-3501.775
18688	0.014633	0.019478	0.003283	0.002016	1.642988	-3520.184
18692	0.016715	0.023510	0.004352	0.002392	1.371647	-3500.118
18696	0.020303	0.021527	0.003813	0.002415	0.744556	-3509.826
18700	0.016322	0.023990	0.002688	0.002102	0.936405	-3516.597
18704	0.021804	0.030159	0.004583	0.002824	0.954905	-3514.485
18708	0.022713	0.028594	0.004269	0.002602	1.351378	-3525.522
18712	0.019102	0.021549	0.001884	0.002109	0.969714	-3522.034
18716	0.015949	0.024763	0.001868	0.002109	1.061935	-3512.625
18720	0.016831	0.024713	0.002259	0.001972	1.073797	-3502.377
18724	0.013222	0.021163	0.002950	0.001802	1.941997	-3505.027
18728	0.015046	0.027637	0.003301	0.002103	1.136932	-3522.853
18732	0.014900	0.024432	0.002987	0.002126	0.997032	-3534.313
18736	0.016834	0.023090	0.002972	0.002126	1.170348	-3545.439
18740	0.015514	0.031133	0.002603	0.002126	1.642613	-3514.911
18744	0.017580	0.039783	0.002879	0.002238	1.901389	-3504.139
18748	0.019135	0.027874	0.003601	0.002238	1.883178	-3515.991
18752	0.017955	0.039777	0.003039	0.002543	1.883178	-3516.909
18756	0.018894	0.036897	0.001695	0.002543	1.755491	-3542.941
18760	0.017347	0.026141	0.001504	0.002339	0.969169	-3525.733
18764	0.016399	0.022733	0.001389	0.002029	1.284937	-3536.661
18768	0.014567	0.028422	0.001567	0.001798	1.275271	-3515.809
18772	0.014968	0.025816	0.002243	0.001962	1.275271	-3520.549
18776	0.018998	0.042660	0.002654	0.002604	0.876149	-3540.897
18780	0.017219	0.032992	0.003164	0.002604	1.182286	-3520.918
18784	0.017128	0.030632	0.003133	0.002344	1.294480	-3536.062
18788	0.015425	0.031720	0.002822	0.002344	1.797876	-3533.823
18792	0.014885	0.023581	0.002938	0.002344	1.005896	-3515.647
18796	0.011207	0.022041	0.001985	0.001964	1.159949	-3507.219
18800	0.010877	0.018045	0.002980	0.001836	1.272828	-3489.819
18804	0.011151	0.020905	0.002698	0.001928	1.539280	-3496.009
18808	0.011793	0.020613	0.003016	0.001959	1.393621	-3520.626
18812	0.012368	0.019651	0.001953	0.001917	1.074238	-3507.967
18816	0.014524	0.017786	0.002792	0.002196	0.726567	-3490.037
18820	0.015310	0.019708	0.002946	0.002196	1.234659	-3503.670
18824	0.016979	0.022891	0.003223	0.002435	1.222728	-3503.802
18828	0.020220	0.030929	0.005036	0.002950	1.689103	-3516.321
18832	0.018130	0.032244	0.003677	0.002950	1.520162	-3512.862
18836	0.017473	0.030464	0.003177	0.002872	1.830288	-3533.784
18840	0.012317	0.024247	0.001936	0.002165	1.686731	-3513.673
18844	0.014126	0.029865	0.001002	0.002165	1.686731	-3519.618
18848	0.017164	0.027563	0.001417	0.002362	1.599222	-3518.714
18852	0.016220	0.024323	0.001735	0.002356	2.105437	-3510.749
18856	0.015786	0.026324	0.002165	0.002377	2.096369	-3534.964
18860	0.015249	0.028851	0.002263	0.002159	2.519759	-3517.975
18864	0.014386	0.023246	0.002415	0.002159	2.218309	-3533.402
18868	0.014819	0.027370	0.002128	0.002159	2.218309	-3502.094
18872	0.018601	0.027008	0.001681	0.002485	2.333896	-3514.796
18876	0.015425	0.026499	0.001532	0.002371	1.828418	-3508.271
18880	0.014175	0.024333	0.001425	0.002371	1.888631	-3498.479
18884	0.019679	0.035358	0.002133	0.002957	1.301673	-3519.998
18888	0.018502	0.034831	0.002706	0.003074	1.966715	-3507.001
18892	0.019803	0.038649	0.003149	0.003173	2.133122	-3516.701
18896	0.016664	0.039584	0.002497	0.002886	1.574389	-3519.942
18900	0.017918	0.030697	0.002350	0.002886	1.862154	-3533.090
18904	0.016894	0.035908	0.002411	0.002886	2.540599	-3512.187
18908	0.021346	0.037505	0.002892	0.003516	1.517770	-3502.689
18912	0.019033	0.033444	0.002889	0.002999	2.191310	-3515.783
18916	0.022931	0.032571	0.004374	0.002999	2.739467	-3510.863
18920	0.017603	0.028733	0.004325	0.002999	2.531834	-3499.124
18924	0.019031	0.055870	0.004252	0.003492	3.581919	-3524.018
18928	0.022900	0.043978	0.003033	0.003492	3.281924	-3520.095
18932	0.019935	0.034584	0.002246	0.003492	2.307561	-3504.636
18936	0.017796	0.026057	0.002021	0.002795	2.133807	-3509.307
18940	0.017895	0.038941	0.002360	0.003345	2.133807	-3528.744
18944	0.018071	0.039375	0.003446	0.003345	2.222981	-3511.977
