Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_red->green	lnL
26500	0.012827	0.025982	0.002296	0.002718	1.390782	-3515.316
26504	0.014061	0.023022	0.002275	0.002662	1.414924	-3506.538
26508	0.013864	0.024523	0.001631	0.002662	1.247151	-3504.651
26512	0.017494	0.048152	0.002264	0.003567	2.040046	-3498.508
26516	0.019791	0.029153	0.002273	0.003861	1.380532	-3507.087
26520	0.020089	0.029913	0.001754	0.003861	1.194426	-3491.466
26524	0.019252	0.030415	0.002157	0.004054	1.591964	-3493.891
26528	0.019326	0.031432	0.001890	0.003800	2.286543	-3490.489
26532	0.019694	0.026074	0.003401	0.004113	0.911616	-3494.388
26536	0.017682	0.021706	0.003771	0.003494	1.589039	-3507.896
26540	0.018797	0.022907	0.002363	0.003494	1.322236	-3513.473
26544	0.019410	0.027426	0.002295	0.003934	1.480554	-3520.321
26548	0.017592	0.029435	0.001274	0.003667	1.480554	-3519.326
26552	0.019716	0.026125	0.001002	0.004245	1.333556	-3507.943
26556	0.018314	0.023626	0.001556	0.003785	1.367001	-3523.491
26560	0.016043	0.026875	0.001703	0.003785	1.848336	-3505.488
26564	0.014017	0.021641	0.001795	0.003186	1.375738	-3516.737
26568	0.010883	0.021007	0.000723	0.002888	1.658955	-3510.384
26572	0.014166	0.031869	0.002627	0.003720	1.805567	-3509.020
26576	0.014847	0.029140	0.002446	0.003410	1.805567	-3511.136
26580	0.013556	0.027966	0.001792	0.003369	1.179422	-3511.865
26584	0.015193	0.031624	0.002212	0.003369	1.720239	-3525.268
26588	0.012967	0.031228	0.001935	0.003256	1.118654	-3521.923
26592	0.013956	0.025710	0.001911	0.003583	1.276134	-3488.668
26596	0.014925	0.030317	0.001618	0.003583	1.663314	-3498.396
26600	0.014156	0.029151	0.001998	0.003355	1.624756	-3513.965
26604	0.012115	0.024633	0.002159	0.002836	1.262668	-3497.160
26608	0.012990	0.023221	0.001070	0.003233	1.262668	-3506.939
26612	0.011992	0.026230	0.001332	0.003137	0.872833	-3521.799
26616	0.015752	0.028647	0.002133	0.003605	1.588605	-3502.488
26620	0.011868	0.025489	0.001929	0.003011	1.631871	-3500.504
26624	0.010748	0.029084	0.002394	0.002882	1.738211	-3515.728
26628	0.012853	0.030464	0.004664	0.003270	2.296490	-3535.482
26632	0.014418	0.040080	0.004854	0.004221	2.756063	-3524.601
26636	0.011897	0.026877	0.003727	0.003365	2.034030	-3520.047
26640	0.011764	0.024355	0.003195	0.003365	2.034030	-3539.126
26644	0.012961	0.023380	0.002538	0.003365	2.034030	-3544.879
26648	0.012538	0.024091	0.003086	0.003365	1.966526	-3552.075
26652	0.015686	0.029639	0.001466	0.003982	2.387075	-3553.683
26656	0.012705	0.026880	0.001505	0.003151	2.257492	-3522.084
26660	0.012904	0.023004	0.002177	0.003323	1.956155	-3526.746
26664	0.014135	0.021097	0.001781	0.003429	1.412761	-3555.417
26668	0.014236	0.017109	0.004309	0.003429	1.693723	-3531.463
26672	0.015173	0.019274	0.001709	0.003887	1.201606	-3501.395
26676	0.015624	0.018617	0.001959	0.003757	1.294351	-3531.954
26680	0.015582	0.021464	0.001776	0.003757	1.271851	-3529.396
26684	0.017163	0.023164	0.003623	0.003757	1.719089	-3522.206
26688	0.019098	0.025869	0.004138	0.004506	1.489747	-3500.323
26692	0.021036	0.025202	0.003851	0.004529	1.333553	-3523.242
26696	0.021043	0.026356	0.002141	0.004529	1.280448	-3525.003
26700	0.016315	0.021205	0.003303	0.003650	1.713997	-3500.743
26704	0.016655	0.036954	0.001391	0.004262	2.174169	-3521.671
26708	0.016937	0.033412	0.001719	0.004459	2.698382	-3526.919
26712	0.022120	0.038700	0.001815	0.005275	1.159929	-3532.616
26716	0.019310	0.046747	0.001370	0.005149	1.430635	-3520.229
26720	0.017021	0.031850	0.001148	0.004593	1.348412	-3496.751
26724	0.015834	0.031960	0.000944	0.003673	1.936055	-3513.115
26728	0.014226	0.030609	0.001722	0.003673	2.072099	-3512.296
26732	0.022799	0.036671	0.001778	0.005270	1.926139	-3498.846
26736	0.019992	0.030851	0.001477	0.004365	1.926139	-3495.679
26740	0.018152	0.028347	0.002184	0.004474	1.686817	-3502.293
26744	0.019551	0.034399	0.001210	0.004646	2.343673	-3490.783
26748	0.019375	0.038212	0.001443	0.004646	1.514680	-3494.236
26752	0.019863	0.040437	0.002713	0.004646	1.195118	-3535.256
26756	0.012025	0.026757	0.002058	0.003078	1.817900	-3513.577
26760	0.017111	0.030059	0.001417	0.003869	2.048680	-3521.940
26764	0.018081	0.029677	0.001131	0.003981	2.080029	-3505.197
26768	0.016622	0.019392	0.001062	0.003981	1.478338	-3517.280
26772	0.014150	0.025004	0.001120	0.004100	1.780835	-3528.808
26776	0.016035	0.028251	0.001046	0.004305	1.780835	-3508.019
26780	0.015003	0.025409	0.000717	0.003923	1.985760	-3517.658
26784	0.017211	0.024710	0.000372	0.004243	1.324148	-3507.211
26788	0.020347	0.031335	0.001037	0.005724	1.324148	-3526.884
26792	0.020145	0.025017	0.001157	0.005724	1.475100	-3525.942
26796	0.023719	0.039745	0.001109	0.006463	2.023174	-3534.852
26800	0.021928	0.037572	0.000818	0.005465	1.843594	-3520.216
26804	0.021165	0.037191	0.001112	0.005465	1.790499	-3529.576
26808	0.019797	0.033961	0.001227	0.004742	1.790499	-3516.715
26812	0.015164	0.032935	0.001387	0.004129	1.901912	-3512.879
26816	0.012156	0.023263	0.000846	0.003365	2.616477	-3534.210
26820	0.013854	0.027450	0.001056	0.003562	1.898021	-3517.163
26824	0.014523	0.022208	0.001580	0.003562	2.251046	-3541.288
26828	0.013506	0.026297	0.001327	0.003790	2.251046	-3518.171
26832	0.015086	0.029638	0.001226	0.003790	2.720634	-3523.821
26836	0.016053	0.027575	0.002139	0.003790	1.294582	-3514.266
26840	0.015762	0.026247	0.003681	0.003946	1.621322	-3529.602
26844	0.013026	0.022772	0.002838	0.003568	2.803449	-3532.381
26848	0.020544	0.034266	0.003132	0.005216	1.849873	-3529.470
26852	0.019572	0.040420	0.002841	0.005070	2.473025	-3515.139
26856	0.017205	0.035014	0.002831	0.004621	2.010056	-3529.184
26860	0.017419	0.036942	0.004172	0.004621	2.010056	-3525.732
26864	0.013812	0.031497	0.002399	0.004191	2.603606	-3523.309
26868	0.014460	0.024975	0.001508	0.003424	2.366345	-3537.597
26872	0.015022	0.027220	0.000761	0.003424	1.550587	-3551.573
26876	0.013872	0.019285	0.000709	0.003201	1.215015	-3546.720
26880	0.012168	0.016780	0.001126	0.002711	0.943615	-3546.381
26884	0.012995	0.016803	0.000770	0.002671	1.252669	-3528.571
26888	0.012133	0.017033	0.001022	0.002671	1.072965	-3521.325
26892	0.012881	0.018435	0.000894	0.003001	1.595380	-3513.953
26896	0.015676	0.025834	0.001751	0.003573	1.810334	-3532.414
26900	0.022314	0.032623	0.001737	0.004653	2.154478	-3542.512
26904	0.023676	0.038021	0.001650	0.004653	1.834577	-3517.019
26908	0.018297	0.037390	0.001683	0.003455	2.504017	-3537.194
26912	0.016769	0.037643	0.001374	0.003386	1.768002	-3530.102
26916	0.013845	0.035996	0.002801	0.003006	2.645805	-3543.359
26920	0.014009	0.036163	0.002300	0.003006	2.070414	-3539.130
26924	0.015184	0.034020	0.001827	0.003296	2.070414	-3522.451
26928	0.014029	0.034148	0.003592	0.003296	2.070414	-3507.592
26932	0.013732	0.032402	0.002501	0.002928	2.070414	-3512.793
26936	0.011615	0.027010	0.000969	0.002826	2.070414	-3507.083
26940	0.011846	0.022353	0.001121	0.002414	2.037356	-3518.221
26944	0.014048	0.034869	0.001954	0.002924	2.016195	-3507.943
26948	0.012139	0.025799	0.003311	0.002729	2.320836	-3507.527
26952	0.014685	0.029081	0.002362	0.003097	2.320836	-3523.437
26956	0.022196	0.045611	0.003471	0.004105	2.108098	-3503.842
26960	0.021276	0.044678	0.003046	0.004105	2.443076	-3523.645
26964	0.020481	0.042657	0.001531	0.004046	1.028104	-3502.555
26968	0.024112	0.042311	0.002274	0.004622	1.713314	-3518.914
26972	0.021042	0.040217	0.001616	0.004180	1.931147	-3507.478
26976	0.022370	0.029844	0.001210	0.003987	1.691864	-3499.907
26980	0.018505	0.027123	0.001004	0.003448	2.080474	-3501.599
26984	0.018198	0.024524	0.001042	0.003921	1.474300	-3485.963
26988	0.019660	0.031724	0.001421	0.003921	1.703736	-3488.308
26992	0.023842	0.038617	0.000971	0.004727	1.655526	-3477.372
26996	0.021301	0.032153	0.001550	0.004586	1.655526	-3502.647
27000	0.015347	0.023099	0.001611	0.003834	1.430912	-3485.767
27004	0.017333	0.022843	0.001438	0.003834	1.119707	-3514.358
27008	0.016714	0.019536	0.001188	0.003618	1.628566	-3503.908
27012	0.017207	0.018643	0.001866	0.003560	1.628566	-3510.835
27016	0.017615	0.019892	0.001581	0.003560	1.364809	-3508.818
27020	0.018624	0.028954	0.001981	0.003865	1.112134	-3502.751
27024	0.015875	0.018508	0.002218	0.003337	1.359762	-3504.758
27028	0.019914	0.027131	0.004053	0.004151	1.694450	-3522.288
27032	0.015742	0.017775	0.003205	0.003468	1.375468	-3511.524
27036	0.015090	0.020376	0.002423	0.003468	1.626600	-3508.970
27040	0.016094	0.017430	0.002074	0.003404	1.320190	-3496.125
27044	0.013457	0.019983	0.003420	0.003003	1.399249	-3521.765
27048	0.015522	0.021106	0.002498	0.003348	1.053695	-3492.548
27052	0.011533	0.017606	0.002262	0.002505	1.537851	-3491.637
27056	0.012249	0.019987	0.001306	0.002769	1.446697	-3507.589
27060	0.013397	0.022301	0.001449	0.003160	1.290459	-3503.959
27064	0.016422	0.026590	0.001624	0.003542	1.290459	-3521.988
27068	0.013092	0.023960	0.001813	0.002921	1.545815	-3506.628
27072	0.011534	0.016225	0.001472	0.002490	1.031385	-3500.537
27076	0.009919	0.014109	0.001656	0.002235	1.477157	-3522.313
27080	0.009848	0.015182	0.001531	0.002235	2.313953	-3526.838
27084	0.009032	0.019701	0.001981	0.002058	2.318363	-3530.393
27088	0.009914	0.026381	0.001300	0.002058	1.780417	-3518.426
27092	0.010930	0.025867	0.002154	0.002440	1.985929	-3516.712
27096	0.008796	0.022098	0.000856	0.002100	1.817646	-3519.908
27100	0.011426	0.023012	0.001985	0.002419	2.309500	-3516.328
27104	0.010436	0.025594	0.001955	0.002405	2.229637	-3505.638
27108	0.014164	0.023661	0.003114	0.002775	2.177248	-3504.963
27112	0.011129	0.028494	0.004161	0.002493	2.301934	-3526.772
27116	0.011610	0.026178	0.003500	0.002644	2.219610	-3485.852
27120	0.011926	0.025797	0.002423	0.002575	1.997036	-3504.507
27124	0.009761	0.016563	0.002379	0.002143	2.702742	-3492.261
27128	0.010556	0.020165	0.002460	0.002143	2.718815	-3501.121
27132	0.012803	0.021964	0.002360	0.002796	2.718815	-3498.509
27136	0.012615	0.025797	0.002147	0.002796	2.138204	-3524.575
27140	0.014142	0.026299	0.004025	0.002979	2.138204	-3506.307
27144	0.012583	0.025524	0.002866	0.002596	2.173056	-3509.640
27148	0.011082	0.025446	0.002396	0.002596	2.213178	-3517.297
27152	0.009550	0.018806	0.001767	0.002245	2.158583	-3519.697
27156	0.011111	0.018912	0.002161	0.002465	1.911866	-3510.180
27160	0.013151	0.022949	0.001580	0.002611	1.911866	-3495.409
27164	0.009581	0.016326	0.001345	0.002232	2.181635	-3516.693
27168	0.013467	0.023307	0.001111	0.002907	1.682564	-3500.586
27172	0.015390	0.020788	0.001286	0.003238	1.522201	-3514.002
27176	0.014241	0.026384	0.001039	0.003238	1.649411	-3495.835
27180	0.012583	0.023789	0.001977	0.003238	3.022409	-3522.798
27184	0.013433	0.023819	0.001206	0.003377	1.650237	-3512.437
27188	0.014924	0.019168	0.001516	0.003365	1.788780	-3502.225
27192	0.014397	0.023673	0.001772	0.003446	2.608127	-3502.875
27196	0.018234	0.031089	0.002169	0.004554	2.430923	-3497.672
27200	0.013318	0.023749	0.000938	0.003319	1.990380	-3497.557
27204	0.016948	0.035056	0.000518	0.003952	2.677916	-3488.623
27208	0.014348	0.025779	0.000738	0.003722	1.689667	-3500.155
27212	0.013094	0.023262	0.000899	0.003445	1.697067	-3501.225
27216	0.014660	0.022241	0.001715	0.003601	1.700757	-3482.686
27220	0.016661	0.023327	0.001315	0.003601	2.010143	-3508.544
27224	0.016878	0.029733	0.002675	0.004135	1.739979	-3509.066
27228	0.011806	0.023033	0.001164	0.002992	2.319822	-3511.795
27232	0.012313	0.026493	0.003279	0.003153	1.996303	-3521.834
27236	0.014373	0.040016	0.002514	0.003855	3.031265	-3500.461
27240	0.010464	0.027277	0.002364	0.002851	3.276022	-3496.101
27244	0.009964	0.022010	0.002814	0.002851	2.306073	-3520.552
27248	0.009005	0.020332	0.002868	0.002726	2.014149	-3525.934
27252	0.009967	0.027458	0.001796	0.003186	2.632817	-3498.010
27256	0.014120	0.033884	0.004189	0.003845	3.145180	-3493.365
27260	0.016104	0.041763	0.004514	0.004287	3.417182	-3526.156
27264	0.015155	0.050186	0.005955	0.004590	3.417182	-3544.689
27268	0.016830	0.055279	0.005472	0.005034	2.926475	-3545.964
27272	0.017872	0.045284	0.003365	0.004320	2.926475	-3527.626
27276	0.015196	0.027245	0.003609	0.004030	2.187814	-3495.363
27280	0.018216	0.033821	0.001729	0.003848	2.387578	-3497.950
27284	0.017489	0.034692	0.000912	0.003848	2.387578	-3524.191
27288	0.017462	0.036007	0.001125	0.003855	2.091506	-3523.699
27292	0.021548	0.035902	0.001410	0.004472	2.686933	-3510.515
27296	0.017968	0.030735	0.000991	0.003931	2.206479	-3515.866
27300	0.015048	0.037047	0.001323	0.003931	2.547043	-3526.706
27304	0.017320	0.034129	0.001848	0.004257	1.982823	-3534.804
27308	0.013619	0.027173	0.000814	0.003397	1.969857	-3506.095
27312	0.020140	0.042010	0.001074	0.004615	2.122107	-3525.440
27316	0.020414	0.038133	0.000361	0.004615	2.122107	-3503.862
27320	0.023087	0.043689	0.001083	0.005406	1.400946	-3491.801
27324	0.022719	0.034814	0.001537	0.004755	1.697852	-3517.123
27328	0.021583	0.033293	0.001412	0.004822	2.134936	-3501.105
27332	0.021782	0.035489	0.001823	0.004822	2.061219	-3500.149
27336	0.021571	0.029831	0.001617	0.004544	1.493182	-3529.916
27340	0.025446	0.028457	0.001676	0.004862	1.275349	-3506.721
27344	0.024229	0.033915	0.002855	0.004862	1.275349	-3488.896
27348	0.024206	0.032750	0.002374	0.004684	1.068402	-3502.979
27352	0.028416	0.039268	0.002999	0.005543	1.203510	-3508.966
27356	0.023269	0.033972	0.003476	0.004569	1.294308	-3516.817
27360	0.026493	0.035263	0.002188	0.005113	1.757612	-3506.903
27364	0.021482	0.030261	0.000767	0.004379	2.307234	-3541.412
27368	0.013943	0.023190	0.000740	0.003254	2.307234	-3520.113
27372	0.014100	0.023855	0.000599	0.002710	1.870323	-3527.871
27376	0.012617	0.017870	0.001058	0.002710	1.870323	-3518.934
27380	0.013582	0.016607	0.001178	0.002710	1.243287	-3528.314
27384	0.012875	0.016874	0.000910	0.002710	1.060654	-3504.224
27388	0.012995	0.019507	0.002023	0.002710	1.478867	-3495.431
27392	0.014337	0.024969	0.001032	0.002710	1.723716	-3493.610
27396	0.013578	0.030389	0.001367	0.003032	3.061510	-3494.699
27400	0.014493	0.024276	0.001777	0.003032	1.559394	-3510.924
27404	0.018057	0.031986	0.002615	0.003499	1.840928	-3490.392
27408	0.020629	0.038455	0.003490	0.004382	1.509424	-3499.507
27412	0.016212	0.026679	0.002152	0.003604	2.225573	-3522.275
27416	0.016519	0.039506	0.002160	0.003460	2.225573	-3499.757
27420	0.015749	0.040924	0.002324	0.003460	2.270899	-3494.916
27424	0.015083	0.037042	0.002022	0.003588	1.689757	-3481.624
27428	0.017496	0.032533	0.003172	0.003502	1.063040	-3486.471
27432	0.016657	0.032753	0.003166	0.003502	1.468320	-3514.351
27436	0.018864	0.028095	0.003358	0.003502	1.547950	-3494.720
27440	0.018107	0.034390	0.004895	0.003751	1.149267	-3500.751
27444	0.019139	0.026834	0.004012	0.003506	1.175972	-3500.132
27448	0.014368	0.024783	0.002571	0.002702	1.543617	-3504.370
27452	0.012354	0.029610	0.001304	0.002288	2.595183	-3493.877
27456	0.013045	0.021460	0.001483	0.002228	1.982077	-3497.829
27460	0.012189	0.015934	0.002243	0.002228	1.485466	-3495.592
27464	0.013543	0.024358	0.003021	0.002549	1.394061	-3515.502
27468	0.013586	0.027673	0.003110	0.002656	1.764618	-3506.460
27472	0.011752	0.023369	0.003181	0.002226	1.864197	-3504.655
27476	0.010465	0.016032	0.001403	0.001669	1.147608	-3490.216
27480	0.010732	0.020904	0.001531	0.001956	1.147608	-3485.432
27484	0.008957	0.019841	0.001456	0.001761	1.700114	-3488.122
27488	0.008164	0.016521	0.002533	0.001872	0.972582	-3495.739
27492	0.008695	0.018626	0.001843	0.001832	0.671704	-3499.333
27496	0.008131	0.016669	0.002306	0.001832	0.996053	-3524.231
27500	0.009954	0.020786	0.001331	0.002146	1.424606	-3514.619
27504	0.010657	0.021725	0.002627	0.002146	1.050951	-3499.929
27508	0.010370	0.021643	0.003329	0.002215	1.447731	-3497.688
27512	0.010238	0.019879	0.003060	0.001988	0.977562	-3486.612
27516	0.012008	0.019914	0.002894	0.002268	1.584809	-3495.968
27520	0.011711	0.029880	0.003358	0.002436	1.673198	-3506.988
27524	0.010748	0.019688	0.001414	0.002054	1.503143	-3506.010
27528	0.010827	0.025558	0.002377	0.002173	1.545312	-3496.576
27532	0.015410	0.035379	0.002620	0.002967	1.450181	-3520.867
27536	0.012701	0.023773	0.002664	0.002507	0.903578	-3483.521
27540	0.016794	0.032055	0.003102	0.002917	1.383203	-3512.164
27544	0.014708	0.019799	0.002765	0.002389	0.743838	-3506.143
27548	0.012986	0.025565	0.002325	0.002414	1.098630	-3493.220
27552	0.012251	0.024456	0.002315	0.002321	1.774671	-3506.838
27556	0.010385	0.027224	0.002023	0.001950	1.514409	-3507.227
27560	0.014805	0.022717	0.001674	0.002471	2.130999	-3493.884
27564	0.015434	0.027486	0.001554	0.002445	1.633803	-3504.227
27568	0.014327	0.022647	0.001487	0.002268	1.042290	-3506.088
27572	0.015990	0.020062	0.001746	0.002724	1.146234	-3493.328
27576	0.015363	0.027517	0.001844	0.002691	1.889007	-3491.537
27580	0.011946	0.026242	0.001425	0.002313	1.946631	-3492.594
27584	0.016497	0.038721	0.001288	0.002695	1.946631	-3488.125
27588	0.015333	0.041378	0.001765	0.002615	2.082965	-3491.945
27592	0.015751	0.047037	0.001704	0.002903	2.082965	-3515.955
27596	0.016245	0.056579	0.002624	0.003049	2.095364	-3509.218
27600	0.019224	0.053886	0.003416	0.003049	1.412292	-3499.473
27604	0.018612	0.052157	0.003549	0.003049	2.012404	-3515.593
27608	0.020275	0.053613	0.004115	0.003392	2.390642	-3524.175
27612	0.022465	0.051193	0.003629	0.003669	1.753616	-3522.241
27616	0.019641	0.036213	0.002587	0.003224	1.515820	-3497.844
27620	0.019037	0.040887	0.003067	0.003041	1.546268	-3494.213
27624	0.018052	0.036752	0.002880	0.003041	1.109918	-3486.698
27628	0.016557	0.035999	0.002414	0.003041	1.109918	-3479.973
27632	0.017531	0.037648	0.002881	0.003041	1.331460	-3496.151
27636	0.016052	0.033828	0.001974	0.003041	1.172015	-3487.413
27640	0.015666	0.033230	0.001994	0.002713	1.651508	-3503.158
27644	0.017186	0.026674	0.002651	0.002713	1.589186	-3502.363
27648	0.021383	0.034736	0.003016	0.003616	1.194499	-3508.963
27652	0.017682	0.030733	0.004913	0.003344	1.142716	-3475.940
27656	0.014539	0.030152	0.004079	0.002753	1.076246	-3507.769
27660	0.018839	0.038080	0.005082	0.003424	1.419767	-3480.681
27664	0.015998	0.029376	0.005148	0.003039	1.419767	-3486.478
27668	0.015250	0.039721	0.003966	0.003039	1.419767	-3515.179
27672	0.017501	0.029747	0.003910	0.003039	1.210765	-3497.999
27676	0.020319	0.039867	0.004713	0.003039	1.324168	-3497.110
27680	0.016575	0.040618	0.002810	0.003039	1.324168	-3511.445
27684	0.012460	0.033934	0.002464	0.002252	1.324168	-3492.888
27688	0.016587	0.041408	0.002373	0.003042	1.366191	-3497.156
27692	0.016535	0.058487	0.004588	0.003192	2.005569	-3513.016
27696	0.016915	0.052468	0.006759	0.003377	1.377710	-3505.844
27700	0.020200	0.052672	0.004761	0.003733	1.719709	-3498.488
27704	0.019234	0.044820	0.005780	0.003733	1.085857	-3502.441
27708	0.016738	0.028913	0.003946	0.002957	1.441114	-3495.828
27712	0.018050	0.036104	0.003237	0.003341	2.220776	-3490.763
27716	0.016847	0.023741	0.002071	0.002888	2.051419	-3501.599
27720	0.017948	0.031690	0.002129	0.002888	1.517798	-3495.295
27724	0.018516	0.030068	0.001890	0.003417	1.288971	-3498.176
27728	0.017578	0.031572	0.002970	0.003417	1.331460	-3510.759
27732	0.020908	0.026933	0.004247	0.003417	1.859152	-3512.316
27736	0.017871	0.029880	0.005700	0.003077	1.062874	-3495.247
27740	0.017359	0.042006	0.002721	0.002768	2.950989	-3506.580
27744	0.014151	0.037702	0.002820	0.002339	3.561595	-3510.010
27748	0.010850	0.027594	0.001785	0.001917	2.135924	-3506.987
27752	0.010712	0.017696	0.001274	0.001772	1.595713	-3501.991
27756	0.010972	0.024411	0.001449	0.001815	1.121543	-3517.023
27760	0.014449	0.032615	0.002075	0.002404	2.197537	-3504.696
27764	0.017020	0.028508	0.003454	0.002404	2.676277	-3484.046
27768	0.015784	0.022538	0.002521	0.002063	1.733520	-3488.533
27772	0.016871	0.027816	0.003866	0.002264	2.196130	-3500.166
27776	0.013500	0.024923	0.004222	0.002137	1.472607	-3482.205
27780	0.012068	0.023646	0.004019	0.002026	1.775148	-3526.264
27784	0.010273	0.033200	0.003136	0.002026	2.458894	-3520.160
27788	0.013614	0.025185	0.002532	0.002213	1.769065	-3537.068
27792	0.011218	0.022586	0.001550	0.001958	1.108477	-3523.948
27796	0.013149	0.028988	0.001412	0.002301	1.989142	-3515.028
27800	0.013131	0.025708	0.001312	0.002301	1.405245	-3512.906
27804	0.014594	0.024571	0.001725	0.002609	1.229700	-3524.185
27808	0.014108	0.029198	0.001808	0.002571	1.846463	-3512.871
27812	0.013979	0.024246	0.002118	0.002571	1.865640	-3531.634
27816	0.012434	0.024852	0.005325	0.002286	1.950314	-3529.666
27820	0.011473	0.022627	0.002638	0.001770	1.792768	-3508.598
27824	0.012288	0.021440	0.002843	0.002258	1.183485	-3504.226
27828	0.012080	0.027488	0.002554	0.002258	1.933965	-3506.374
27832	0.013729	0.031744	0.003831	0.002465	1.704337	-3512.430
27836	0.017365	0.031429	0.004550	0.002883	1.528889	-3502.250
27840	0.011784	0.025990	0.003167	0.002054	1.147700	-3531.172
27844	0.010650	0.024394	0.004039	0.002054	1.114926	-3523.915
27848	0.014295	0.031077	0.003258	0.002585	1.409832	-3514.497
27852	0.014048	0.024464	0.002820	0.002340	1.282727	-3520.909
27856	0.013801	0.028003	0.002742	0.002255	1.282727	-3509.761
27860	0.012800	0.025601	0.002525	0.002330	1.614041	-3516.625
27864	0.013129	0.023525	0.001896	0.002202	1.321451	-3505.137
27868	0.013922	0.028866	0.004385	0.002520	1.798626	-3510.651
27872	0.014585	0.025238	0.002662	0.002520	0.926762	-3520.943
27876	0.018052	0.024109	0.001881	0.002519	1.105892	-3523.400
27880	0.021183	0.028343	0.001774	0.003028	1.078300	-3535.700
27884	0.018972	0.031305	0.001921	0.002935	0.871671	-3502.285
27888	0.021180	0.022595	0.002113	0.002801	0.894679	-3507.336
27892	0.015910	0.031472	0.002218	0.002364	0.787141	-3508.654
27896	0.015313	0.021689	0.001071	0.002331	1.090118	-3527.509
27900	0.014506	0.026366	0.001082	0.002331	1.171859	-3517.913
27904	0.014887	0.027021	0.001363	0.002331	0.949651	-3530.845
27908	0.014505	0.022750	0.001971	0.002283	0.844419	-3501.961
27912	0.013409	0.021393	0.002561	0.002283	1.260177	-3503.177
27916	0.017997	0.029242	0.003236	0.002864	1.403900	-3534.603
27920	0.018310	0.033688	0.003285	0.002864	1.403900	-3516.906
27924	0.015951	0.022803	0.002519	0.002665	1.292620	-3512.756
27928	0.013503	0.024831	0.001478	0.002401	1.348678	-3515.287
27932	0.013731	0.028995	0.001954	0.002401	1.735825	-3491.808
27936	0.018870	0.033666	0.002040	0.002945	1.666108	-3505.901
27940	0.016739	0.034333	0.001348	0.002539	1.774303	-3508.065
27944	0.016505	0.032246	0.001105	0.002573	1.828353	-3505.952
27948	0.017510	0.026597	0.001762	0.002573	1.468216	-3506.080
27952	0.016108	0.019936	0.001070	0.002315	1.160557	-3501.322
27956	0.015920	0.018909	0.001731	0.002315	1.347049	-3503.305
27960	0.016111	0.018221	0.001976	0.002315	1.818765	-3505.196
27964	0.018868	0.023122	0.002723	0.002637	1.518034	-3495.437
27968	0.018478	0.024882	0.003859	0.002665	1.034330	-3506.036
27972	0.021301	0.028535	0.003443	0.003357	1.375344	-3501.093
27976	0.022066	0.024918	0.003285	0.003357	1.520932	-3499.791
27980	0.019819	0.021105	0.003144	0.003050	1.782441	-3519.006
27984	0.015632	0.023484	0.001515	0.002493	1.502089	-3516.637
27988	0.016383	0.025578	0.002512	0.002849	1.167559	-3512.138
27992	0.012843	0.022636	0.002657	0.002277	1.343117	-3494.062
27996	0.009987	0.022318	0.001541	0.001753	1.257218	-3506.030
28000	0.012930	0.023183	0.001772	0.002148	1.510884	-3493.759
28004	0.012480	0.028447	0.001655	0.002319	1.967990	-3503.437
28008	0.014126	0.037799	0.003182	0.002877	2.506354	-3523.689
28012	0.014562	0.033265	0.003355	0.002795	2.538560	-3516.521
28016	0.012350	0.026786	0.001947	0.002435	2.043616	-3528.978
28020	0.011814	0.022061	0.003652	0.002382	1.740191	-3539.548
28024	0.015090	0.029009	0.004114	0.002684	2.652899	-3531.162
28028	0.016037	0.031341	0.003108	0.002988	2.369546	-3514.125
28032	0.014831	0.024944	0.003148	0.002985	2.024000	-3526.411
28036	0.013995	0.039078	0.002840	0.002985	3.137657	-3524.850
28040	0.018718	0.046158	0.004076	0.003816	2.314649	-3556.839
28044	0.015514	0.036848	0.003788	0.003816	1.364885	-3528.567
28048	0.015245	0.044701	0.003586	0.003816	1.389763	-3534.106
28052	0.017723	0.062469	0.004287	0.004709	2.065499	-3532.234
28056	0.013480	0.038734	0.002846	0.003589	1.695201	-3504.246
28060	0.013905	0.052095	0.002534	0.003589	1.872160	-3521.597
28064	0.012196	0.029346	0.001781	0.003113	1.679354	-3523.297
28068	0.014315	0.032339	0.002893	0.003963	1.271281	-3520.760
28072	0.014042	0.033292	0.005222	0.003963	1.555377	-3509.506
28076	0.015000	0.044213	0.004547	0.004272	1.956258	-3545.818
28080	0.015042	0.039724	0.003355	0.004275	2.465380	-3501.679
28084	0.015056	0.045036	0.003257	0.004275	2.141603	-3513.033
28088	0.015263	0.044935	0.004569	0.004275	2.703908	-3526.152
28092	0.013372	0.037120	0.002889	0.003537	2.115397	-3537.012
28096	0.011218	0.029097	0.002154	0.002868	1.830397	-3529.857
28100	0.014423	0.035539	0.005552	0.003474	1.830397	-3504.765
28104	0.012478	0.038453	0.003465	0.003104	2.062856	-3536.743
28108	0.011047	0.029166	0.003503	0.003104	1.518720	-3520.531
28112	0.011801	0.027359	0.002680	0.002947	2.317236	-3518.602
28116	0.010271	0.020157	0.002925	0.002647	2.317236	-3514.815
28120	0.010142	0.019404	0.001407	0.002647	2.152227	-3514.838
28124	0.012930	0.022442	0.001790	0.003209	1.488015	-3515.763
28128	0.011403	0.018798	0.001093	0.002752	2.089775	-3528.852
28132	0.014021	0.019262	0.001260	0.003091	1.774635	-3538.462
28136	0.016212	0.023996	0.002527	0.003884	1.606073	-3533.442
